,Friday_Evening_Presence_Rate,Overtime_Days_8.5h,Avg_Daily_Hours,TotalWorkingYears,YearsWithCurrManager,Overtime_Days_10h,YearsAtCompany,Early_Leave_Rate,JobSatisfaction,EnvironmentSatisfaction,JobRole,Department,BusinessTravel,Age_Group,Attrition
769,0.0,0,6.101879588839941,7.0,2,0,5,0.751004016064257,2.0,4.0,Sales Executive,Research & Development,1,26-35,No
770,0.18007662835249041,243,10.499181527206218,7.0,3,233,4,0.0,3.0,2.0,Sales Executive,Research & Development,1,36-45,No
771,0.0,0,6.390747584541064,11.0,7,0,8,0.5381526104417671,3.0,3.0,Sales Executive,Sales,0,36-45,No
772,0.0,0,6.676340479483632,13.0,9,0,13,0.3373493975903614,4.0,1.0,Human Resources,Research & Development,1,26-35,No
773,0.0,0,6.667140522875817,28.0,3,0,7,0.3453815261044177,4.0,1.0,Manufacturing Director,Research & Development,1,>45,Yes
774,0.18007662835249041,242,9.4125971650663,11.0,0,5,1,0.0,1.0,1.0,Manufacturing Director,Research & Development,0,36-45,Yes
775,0.0,0,6.8077704997574,10.0,7,0,10,0.18072289156626506,2.0,3.0,Sales Executive,Sales,2,26-35,Yes
776,0.1685823754789272,235,10.501073286052009,24.0,7,222,7,0.0,1.0,2.0,Sales Executive,Sales,1,>45,No
777,0.0,0,6.649557522123895,8.0,2,0,3,0.2931726907630522,2.0,4.0,Human Resources,Research & Development,1,26-35,No
778,0.17624521072796934,243,10.308444215820762,7.0,2,208,2,0.0,4.0,2.0,Laboratory Technician,Research & Development,2,26-35,Yes
779,0.1724137931034483,234,10.611550332383665,10.0,2,227,3,0.0,4.0,2.0,Research Scientist,Research & Development,1,>45,No
780,0.0038314176245210726,0,7.119044917257683,15.0,2,0,2,0.06827309236947791,1.0,3.0,Research Scientist,Research & Development,1,>45,No
781,0.019157088122605363,0,7.405662393162394,2.0,2,0,2,0.012048192771084338,3.0,1.0,Research Scientist,Research & Development,1,26-35,Yes
782,0.11494252873563218,14,8.033875114784205,16.0,8,0,9,0.0,2.0,4.0,Sales Executive,Research & Development,0,36-45,No
783,0.0,0,6.488941344778254,6.0,3,0,5,0.4738955823293173,1.0,4.0,Research Scientist,Research & Development,1,26-35,No
784,0.0,0,6.603619565217391,7.0,3,0,5,0.40562248995983935,3.0,3.0,Laboratory Technician,Research & Development,0,36-45,No
785,0.0,0,6.909737654320987,35.0,8,0,9,0.1646586345381526,2.0,4.0,Manager,Research & Development,1,>45,No
786,0.0,0,6.783873905025358,20.0,2,0,3,0.20080321285140562,3.0,1.0,Laboratory Technician,Research & Development,1,>45,No
787,0.0,0,6.513810185185185,8.0,2,0,3,0.4538152610441767,3.0,3.0,Laboratory Technician,Research & Development,1,36-45,No
788,0.0,0,6.923727231329691,6.0,3,0,5,0.15261044176706828,2.0,4.0,Research Scientist,Research & Development,1,36-45,No
789,0.007662835249042145,0,7.28843487394958,5.0,3,0,4,0.01606425702811245,1.0,4.0,Sales Executive,Human Resources,2,26-35,No
790,0.0,0,6.880241290018833,15.0,12,0,13,0.17670682730923695,1.0,4.0,Sales Representative,Research & Development,1,26-35,No
791,0.0,0,6.058786610878662,4.0,2,0,2,0.8112449799196787,3.0,4.0,Laboratory Technician,Sales,1,26-35,No
792,0.007662835249042145,0,7.300039158100832,12.0,8,0,12,0.020080321285140562,4.0,1.0,Sales Executive,Research & Development,2,36-45,No
793,0.022988505747126436,0,7.579750712250712,11.0,0,0,1,0.004016064257028112,3.0,1.0,Manufacturing Director,Research & Development,2,36-45,No
794,0.0,0,6.094781400966184,1.0,0,0,1,0.7751004016064257,3.0,3.0,Manufacturing Director,Research & Development,0,26-35,No
795,0.034482758620689655,0,7.580286231884057,13.0,8,0,12,0.004016064257028112,3.0,2.0,Research Scientist,Sales,1,>45,No
796,0.0,0,6.893671139359699,29.0,7,0,8,0.1285140562248996,2.0,3.0,Sales Executive,Research & Development,1,>45,No
797,0.0,0,6.305397865114023,16.0,9,0,14,0.6546184738955824,1.0,2.0,Sales Representative,Research & Development,2,26-35,No
798,0.0,0,6.538028233151183,5.0,2,0,3,0.43775100401606426,3.0,1.0,Research Scientist,Research & Development,2,26-35,Yes
799,0.06896551724137931,3,7.796020804755372,7.0,0,0,5,0.0,2.0,1.0,Research Scientist,Research & Development,2,26-35,Yes
800,0.16475095785440613,122,8.512823691460056,16.0,10,0,15,0.0,2.0,1.0,Research Scientist,Research & Development,1,26-35,Yes
801,0.0,0,6.602291972589329,1.0,0,0,1,0.37349397590361444,3.0,4.0,Healthcare Representative,Sales,1,36-45,No
802,0.1685823754789272,118,8.521810920362421,4.0,0,0,0,0.0,1.0,2.0,Research Scientist,Sales,2,<25,Yes
803,0.0038314176245210726,0,7.350506741050674,1.0,0,0,1,0.020080321285140562,2.0,4.0,Manager,Research & Development,0,<25,No
804,0.18007662835249041,243,10.292641746684955,16.0,2,195,2,0.0,3.0,2.0,Research Scientist,Research & Development,2,36-45,No
805,0.0038314176245210726,0,7.03019090077732,10.0,4,0,10,0.10040160642570281,3.0,3.0,Sales Executive,Sales,1,26-35,No
806,0.0,0,6.101496786042241,6.0,3,0,5,0.8152610441767069,3.0,3.0,Sales Executive,Research & Development,1,26-35,No
807,0.16475095785440613,235,10.69115721040189,4.0,2,233,3,0.0,3.0,4.0,Research Scientist,Sales,1,>45,No
808,0.08812260536398467,4,7.8985393897996365,8.0,2,0,5,0.0,2.0,1.0,Research Scientist,Research & Development,1,26-35,No
809,0.17624521072796934,240,10.849712962962963,11.0,2,240,5,0.0,3.0,3.0,Sales Representative,Research & Development,1,>45,No
810,0.019157088122605363,0,7.588862704918032,8.0,0,0,0,0.0,1.0,3.0,Laboratory Technician,Sales,2,26-35,Yes
811,0.0,0,6.122644675925926,1.0,0,0,1,0.7831325301204819,3.0,1.0,Laboratory Technician,Sales,1,26-35,No
812,0.0,0,6.962416789035732,5.0,3,0,4,0.12449799196787148,1.0,3.0,Sales Executive,Research & Development,2,26-35,No
813,0.0,0,6.400011921793037,10.0,2,0,3,0.5381526104417671,1.0,3.0,Research Scientist,Research & Development,1,>45,No
814,0.0,0,7.121506147540984,4.0,2,0,3,0.05622489959839357,2.0,4.0,Research Scientist,Research & Development,2,26-35,No
815,0.0,0,5.973506038647343,8.0,7,0,8,0.8192771084337349,2.0,3.0,Laboratory Technician,Research & Development,1,26-35,No
816,0.1417624521072797,104,8.459304954304955,14.0,0,0,0,0.0,3.0,4.0,Sales Executive,Research & Development,1,26-35,No
817,0.007662835249042145,0,7.424210832171083,10.0,0,0,5,0.01606425702811245,4.0,3.0,Laboratory Technician,Research & Development,1,26-35,No
818,0.0,0,7.000416666666667,26.0,12,0,14,0.08835341365461848,4.0,2.0,Research Scientist,Sales,2,>45,No
819,0.0,0,6.5232007837713235,11.0,7,0,9,0.4497991967871486,1.0,1.0,Research Scientist,Research & Development,1,26-35,Yes
820,0.06130268199233716,3,7.881761280931587,24.0,17,0,20,0.004016064257028112,1.0,4.0,Sales Representative,Sales,1,36-45,No
821,0.0038314176245210726,0,7.125110867446394,9.0,2,0,2,0.05220883534136546,2.0,2.0,Laboratory Technician,Sales,1,36-45,No
822,0.0,0,7.023544260027663,23.0,1,0,13,0.0963855421686747,2.0,3.0,Manufacturing Director,Research & Development,1,>45,No
823,0.0,0,6.203768801552644,11.0,3,0,11,0.7068273092369478,2.0,4.0,Research Scientist,Research & Development,1,36-45,No
824,0.04597701149425287,2,7.709598765432099,5.0,2,0,4,0.0,3.0,1.0,Manager,Research & Development,1,<25,No
825,0.038314176245210725,1,7.620850241545893,15.0,0,0,5,0.0,1.0,4.0,Research Director,Research & Development,1,36-45,Yes
826,0.17624521072796934,234,10.289966761633428,10.0,6,187,10,0.0,3.0,4.0,Manufacturing Director,Human Resources,1,26-35,No
827,0.0,0,6.3646038647343,7.0,7,0,7,0.570281124497992,3.0,4.0,Healthcare Representative,Research & Development,2,26-35,Yes
828,0.18007662835249041,236,9.983714689265538,32.0,9,113,32,0.0,4.0,3.0,Manager,Research & Development,2,>45,No
829,0.1724137931034483,232,10.494251676245211,12.0,7,214,11,0.0,3.0,2.0,Research Scientist,Sales,1,26-35,No
830,0.0,0,6.595753472222223,4.0,0,0,1,0.40562248995983935,2.0,3.0,Manufacturing Director,Research & Development,1,36-45,No
831,0.09195402298850575,11,8.006495911495911,10.0,7,0,10,0.0,4.0,1.0,Research Scientist,Research & Development,1,36-45,No
832,0.0,0,6.202246732026144,9.0,7,0,7,0.6867469879518072,1.0,3.0,Manager,Research & Development,1,26-35,No
833,0.0,0,7.208550309966619,5.0,2,0,5,0.0321285140562249,2.0,4.0,Research Scientist,Research & Development,1,26-35,No
834,0.0,0,6.04475360297536,8.0,3,0,5,0.8393574297188755,4.0,4.0,Laboratory Technician,Sales,1,>45,No
835,0.11494252873563218,21,8.067896174863389,24.0,9,0,20,0.0,4.0,4.0,Manufacturing Director,Human Resources,2,36-45,No
836,0.0,0,6.323114997713763,9.0,1,0,8,0.6465863453815262,1.0,1.0,Manufacturing Director,Sales,1,36-45,No
837,0.17624521072796934,242,10.617287649219467,15.0,7,237,15,0.0,3.0,2.0,Manufacturing Director,Research & Development,1,26-35,No
838,0.14559386973180077,102,8.432153916211293,21.0,7,0,21,0.0,4.0,3.0,Manufacturing Director,Sales,1,36-45,No
839,0.0,0,6.096182277318642,2.0,0,0,1,0.8152610441767069,1.0,3.0,Manufacturing Director,Sales,1,<25,No
840,0.15708812260536398,85,8.382793847566575,8.0,2,0,2,0.0,4.0,4.0,Research Scientist,Research & Development,0,36-45,No
841,0.0,0,6.594626113455227,10.0,7,0,10,0.41767068273092367,2.0,1.0,Laboratory Technician,Research & Development,1,>45,No
842,0.038314176245210725,2,7.77234075670498,6.0,2,0,5,0.0,3.0,2.0,Healthcare Representative,Research & Development,1,36-45,No
843,0.022988505747126436,0,7.27428999538958,12.0,5,0,7,0.024096385542168676,2.0,4.0,Sales Executive,Research & Development,1,26-35,No
844,0.18007662835249041,237,9.089532103825135,7.0,2,0,3,0.0,4.0,3.0,Research Scientist,Sales,1,36-45,No
845,0.06513409961685823,2,7.859650726676042,18.0,7,0,8,0.0,3.0,3.0,Laboratory Technician,Research & Development,1,>45,No
846,0.06896551724137931,1,7.7590975103734445,5.0,0,0,1,0.0,3.0,3.0,Healthcare Representative,Research & Development,1,26-35,No
847,0.0,0,7.108776115859449,8.0,2,0,2,0.05622489959839357,1.0,1.0,Healthcare Representative,Research & Development,1,26-35,No
848,0.011494252873563218,0,7.376322173702087,10.0,7,0,10,0.01606425702811245,1.0,2.0,Sales Executive,Research & Development,1,26-35,Yes
849,0.0038314176245210726,0,6.928822640632263,10.0,2,0,6,0.10843373493975904,3.0,3.0,Manufacturing Director,Sales,2,36-45,No
850,0.0,0,6.808158014571949,3.0,2,0,3,0.19678714859437751,1.0,4.0,Sales Executive,Sales,1,36-45,No
851,0.0,0,6.500898903195041,9.0,3,0,4,0.4497991967871486,2.0,3.0,Research Director,Research & Development,1,26-35,No
852,0.16475095785440613,232,9.684859913793103,1.0,0,33,1,0.0,1.0,1.0,Research Scientist,Research & Development,1,36-45,Yes
853,0.0,0,6.5080817395264114,34.0,9,0,33,0.5100401606425703,4.0,3.0,Manager,Research & Development,1,>45,Yes
854,0.022988505747126436,0,7.600153177869228,7.0,4,0,5,0.004016064257028112,2.0,3.0,Sales Executive,Research & Development,1,36-45,Yes
855,0.011494252873563218,1,7.381282051282051,9.0,2,0,6,0.004016064257028112,1.0,4.0,Research Scientist,Research & Development,0,26-35,No
856,0.0,0,7.112005507662834,10.0,6,0,8,0.07228915662650602,1.0,3.0,Sales Executive,Research & Development,1,>45,No
857,0.019157088122605363,0,7.4221641097164115,1.0,0,0,1,0.004016064257028112,4.0,1.0,Sales Executive,Research & Development,1,26-35,No
858,0.0,0,6.372202041785375,36.0,13,0,36,0.5742971887550201,4.0,3.0,Laboratory Technician,Research & Development,1,>45,No
859,0.0,0,6.133991228070175,9.0,1,0,2,0.7469879518072289,3.0,2.0,Research Scientist,Research & Development,1,26-35,No
860,0.0038314176245210726,0,7.30157019990702,1.0,0,0,1,0.0321285140562249,4.0,1.0,Research Director,Research & Development,1,26-35,No
861,0.007662835249042145,0,7.00611581920904,10.0,7,0,9,0.12048192771084337,2.0,3.0,Sales Executive,Sales,1,36-45,No
862,0.0,0,7.2450107758620685,8.0,2,0,3,0.05220883534136546,2.0,2.0,Manufacturing Director,Research & Development,1,36-45,No
863,0.011494252873563218,0,7.427548100048099,15.0,0,0,1,0.004016064257028112,3.0,2.0,Research Scientist,Human Resources,1,36-45,No
864,0.10344827586206896,16,8.108851383028599,10.0,5,0,10,0.0,1.0,2.0,Sales Representative,Research & Development,1,26-35,No
865,0.17624521072796934,228,9.29944200779727,10.0,4,6,5,0.0,3.0,1.0,Sales Executive,Sales,1,36-45,No
866,0.038314176245210725,2,7.768857142857143,11.0,6,0,7,0.0,3.0,4.0,Sales Executive,Sales,1,36-45,No
867,0.0,0,6.832889123300516,6.0,3,0,6,0.1927710843373494,4.0,1.0,Research Scientist,Research & Development,2,26-35,No
868,0.18007662835249041,240,9.387326388888887,27.0,0,4,1,0.0,3.0,3.0,Laboratory Technician,Research & Development,1,>45,No
869,0.0,0,6.664042824074074,4.0,2,0,2,0.3493975903614458,3.0,4.0,Manager,Research & Development,1,<25,No
870,0.18007662835249041,233,9.216660756501183,9.0,2,2,3,0.0,1.0,1.0,Human Resources,Sales,2,36-45,No
871,0.0,0,5.996898719707361,24.0,1,0,1,0.8835341365461847,4.0,4.0,Manager,Research & Development,1,36-45,No
872,0.0,0,6.391757741347906,10.0,8,0,10,0.5903614457831325,3.0,2.0,Laboratory Technician,Sales,1,36-45,No
873,0.0,0,5.9954394157088124,8.0,7,0,8,0.8112449799196787,3.0,4.0,Manager,Research & Development,2,26-35,No
874,0.0,0,6.491637115839243,5.0,2,0,5,0.4578313253012048,1.0,4.0,Laboratory Technician,Research & Development,1,36-45,No
875,0.0,0,7.030567738791423,8.0,2,0,6,0.06827309236947791,2.0,4.0,Manager,Research & Development,1,36-45,No
876,0.007662835249042145,0,7.3205448259418215,1.0,1,0,1,0.01606425702811245,4.0,3.0,Sales Representative,Sales,1,36-45,No
877,0.0,0,6.5991343937298295,27.0,12,0,26,0.42971887550200805,1.0,4.0,Laboratory Technician,Research & Development,1,>45,No
878,0.16091954022988506,98,8.417341772151898,1.0,0,0,1,0.0,2.0,3.0,Laboratory Technician,Human Resources,1,26-35,Yes
879,0.16475095785440613,216,8.882230426629162,4.0,3,0,4,0.0,3.0,2.0,Sales Executive,Sales,0,<25,No
880,0.18007662835249041,243,9.425232053040695,32.0,13,4,30,0.0,3.0,2.0,Research Scientist,Research & Development,2,>45,No
881,0.0,0,6.344614463601533,6.0,2,0,3,0.6265060240963856,4.0,2.0,Research Scientist,Research & Development,1,26-35,No
882,0.1685823754789272,200,8.780374942844077,23.0,10,0,22,0.0,4.0,2.0,Manager,Research & Development,1,36-45,No
883,0.0,0,6.562242489270386,6.0,1,0,6,0.37349397590361444,2.0,2.0,Research Director,Research & Development,1,26-35,No
884,0.1839080459770115,222,8.87501467931346,10.0,4,0,10,0.0,1.0,3.0,Research Scientist,Sales,1,>45,No
885,0.05747126436781609,4,7.908878159275155,10.0,5,0,10,0.0,1.0,1.0,Manufacturing Director,Sales,0,>45,No
886,0.007662835249042145,0,7.144681688125895,10.0,3,0,5,0.060240963855421686,1.0,4.0,Research Scientist,Research & Development,2,26-35,No
887,0.18007662835249041,245,10.91689342403628,7.0,1,244,3,0.0,3.0,3.0,Manufacturing Director,Research & Development,1,36-45,No
888,0.0,0,6.102161785216179,9.0,2,0,9,0.7871485943775101,4.0,3.0,Manufacturing Director,Sales,2,26-35,No
889,0.019157088122605363,0,7.295703161320317,10.0,4,0,9,0.028112449799196786,1.0,3.0,Healthcare Representative,Research & Development,1,>45,No
890,0.0,0,6.567342995169082,10.0,7,0,7,0.43373493975903615,1.0,2.0,Research Scientist,Research & Development,1,36-45,No
891,0.0,0,6.090469821673525,7.0,7,0,7,0.8152610441767069,1.0,4.0,Research Scientist,Research & Development,1,26-35,No
892,0.034482758620689655,0,7.603104018912529,16.0,10,0,16,0.004016064257028112,1.0,2.0,Sales Executive,Research & Development,1,36-45,No
893,0.007662835249042145,0,7.38428125,6.0,0,0,5,0.01606425702811245,1.0,2.0,Manufacturing Director,Research & Development,1,26-35,No
894,0.08045977011494253,7,7.880823877068558,3.0,2,0,2,0.0,4.0,3.0,Laboratory Technician,Research & Development,1,<25,No
895,0.14942528735632185,97,8.39764060356653,0.0,0,0,0,0.0,4.0,2.0,Research Director,Research & Development,2,<25,Yes
896,0.0,0,6.03974173553719,27.0,0,0,5,0.8514056224899599,3.0,4.0,Research Scientist,Research & Development,1,>45,No
897,0.0,0,6.870003687315634,11.0,7,0,10,0.18473895582329317,3.0,3.0,Laboratory Technician,Sales,1,36-45,No
898,0.02681992337164751,1,7.586946859903381,18.0,12,0,18,0.0,3.0,1.0,Laboratory Technician,Research & Development,1,36-45,No
899,0.0,0,6.191809178743962,15.0,9,0,14,0.7389558232931727,3.0,3.0,Sales Executive,Research & Development,0,36-45,No
900,0.08045977011494253,14,7.993996978149697,9.0,2,0,4,0.0,3.0,3.0,Laboratory Technician,Research & Development,1,36-45,No
901,0.0,0,6.660409482758621,10.0,8,0,9,0.3493975903614458,3.0,1.0,Manager,Research & Development,2,36-45,No
902,0.007662835249042145,0,7.3171510560146915,10.0,9,0,10,0.0321285140562249,4.0,4.0,Laboratory Technician,Research & Development,1,>45,No
903,0.17624521072796934,233,9.588505007153074,10.0,2,18,5,0.0,3.0,4.0,Sales Executive,Research & Development,1,36-45,No
904,0.0,0,5.966612268518518,15.0,0,0,13,0.8514056224899599,1.0,4.0,Healthcare Representative,Research & Development,1,36-45,Yes
905,0.07279693486590039,4,7.942092352092352,8.0,7,0,8,0.0,2.0,2.0,Healthcare Representative,Research & Development,1,36-45,No
906,0.17624521072796934,237,9.179383101851851,18.0,3,0,4,0.0,4.0,3.0,Healthcare Representative,Research & Development,1,36-45,No
907,0.14942528735632185,144,8.593498563218391,14.0,2,0,10,0.0,4.0,1.0,Laboratory Technician,Sales,2,36-45,No
908,0.0038314176245210726,0,7.111725146198831,23.0,2,0,2,0.060240963855421686,4.0,3.0,Manager,Sales,2,>45,No
909,0.17624521072796934,236,10.69871586629002,7.0,2,234,2,0.0,4.0,3.0,Manager,Research & Development,1,36-45,Yes
910,0.1724137931034483,177,8.687724314272431,6.0,3,0,6,0.0,4.0,1.0,Research Scientist,Research & Development,2,<25,No
911,0.0,0,7.170411835748793,5.0,2,0,3,0.040160642570281124,3.0,2.0,Sales Executive,Sales,1,26-35,No
912,0.0,0,6.4101211705532695,6.0,2,0,4,0.5823293172690763,4.0,4.0,Research Scientist,Research & Development,2,26-35,No
913,0.18007662835249041,244,10.486748633879783,10.0,3,228,4,0.0,1.0,1.0,Research Director,Sales,1,36-45,Yes
914,0.0,0,7.294751773049646,8.0,4,0,5,0.004016064257028112,3.0,3.0,Manager,Research & Development,1,26-35,No
915,0.04980842911877394,7,7.88170243204578,9.0,2,0,3,0.0,1.0,2.0,Sales Executive,Research & Development,1,36-45,No
916,0.0,0,6.098032904148784,7.0,7,0,7,0.7791164658634538,3.0,4.0,Manufacturing Director,Sales,2,26-35,No
917,0.0,0,6.773751788268957,7.0,0,0,5,0.18875502008032127,2.0,4.0,Research Director,Sales,1,36-45,No
918,0.04597701149425287,3,7.800969316596932,27.0,2,0,4,0.0,2.0,1.0,Research Director,Sales,1,>45,No
919,0.06130268199233716,3,7.78853125,19.0,11,0,14,0.0,1.0,4.0,Sales Executive,Research & Development,1,>45,No
920,0.0,0,6.625714115402956,2.0,2,0,2,0.37349397590361444,3.0,3.0,Sales Executive,Research & Development,1,<25,No
921,0.04980842911877394,1,7.7068788745827375,11.0,9,0,11,0.0,2.0,4.0,Laboratory Technician,Research & Development,1,26-35,No
922,0.0,0,5.986487573099415,15.0,3,0,4,0.8072289156626506,2.0,1.0,Healthcare Representative,Research & Development,1,36-45,No
923,0.13793103448275862,117,8.499204545454544,30.0,12,0,15,0.0,3.0,3.0,Research Scientist,Human Resources,1,>45,No
924,0.06896551724137931,6,7.954062932226832,4.0,2,0,3,0.0,3.0,4.0,Laboratory Technician,Research & Development,0,36-45,No
925,0.0,0,6.310086367880485,13.0,4,0,5,0.6345381526104418,1.0,4.0,Healthcare Representative,Research & Development,1,36-45,No
926,0.02681992337164751,1,7.584176328502415,36.0,7,0,10,0.0,3.0,2.0,Laboratory Technician,Sales,1,>45,No
927,0.03065134099616858,0,7.632412764003673,14.0,11,0,14,0.0,3.0,3.0,Research Scientist,Research & Development,1,36-45,No
928,0.14942528735632185,89,8.41637077294686,13.0,7,0,11,0.0,4.0,4.0,Research Director,Research & Development,2,36-45,Yes
929,0.011494252873563218,0,7.198089990817263,19.0,9,0,13,0.04417670682730924,4.0,4.0,Research Scientist,Research & Development,2,36-45,No
930,0.18007662835249041,243,10.704748513946043,10.0,9,242,10,0.0,2.0,1.0,Sales Representative,Research & Development,1,26-35,No
931,0.0,0,6.412126774351445,6.0,4,0,6,0.5180722891566265,4.0,4.0,Sales Executive,Research & Development,1,26-35,No
932,0.0,0,6.599085038986354,10.0,6,0,9,0.39357429718875503,2.0,4.0,Research Scientist,Research & Development,1,26-35,No
933,0.01532567049808429,0,7.390623278236915,10.0,2,0,10,0.01606425702811245,4.0,1.0,Sales Executive,Research & Development,1,26-35,No
934,0.1685823754789272,235,9.695243498817968,17.0,2,30,2,0.0,1.0,4.0,Laboratory Technician,Research & Development,1,>45,No
935,0.04597701149425287,3,7.8067266021207935,4.0,3,0,4,0.0,2.0,4.0,Sales Executive,Sales,2,36-45,No
936,0.0,0,6.711067188983855,29.0,2,0,3,0.26907630522088355,2.0,2.0,Laboratory Technician,Research & Development,1,>45,No
937,0.0,0,6.3870588235294115,23.0,0,0,8,0.5742971887550201,3.0,3.0,Manufacturing Director,Research & Development,1,>45,No
938,0.17624521072796934,241,10.959115952051638,21.0,2,241,2,0.0,3.0,4.0,Manager,Research & Development,1,36-45,No
939,0.04980842911877394,0,7.703551175656985,2.0,2,0,2,0.008032128514056224,1.0,4.0,Sales Representative,Research & Development,1,<25,No
940,0.1724137931034483,237,9.487822315986874,7.0,2,11,6,0.0,4.0,3.0,Healthcare Representative,Research & Development,0,26-35,No
941,0.0,0,5.958735380116959,10.0,2,0,3,0.8514056224899599,3.0,1.0,Sales Executive,Research & Development,1,36-45,No
942,0.1417624521072797,130,8.52645922746781,8.0,2,0,2,0.0,4.0,3.0,Healthcare Representative,Research & Development,1,36-45,No
943,0.1111111111111111,25,8.093856481481481,5.0,2,0,5,0.0,3.0,4.0,Laboratory Technician,Human Resources,1,<25,Yes
944,0.0,0,7.388344955834496,7.0,0,0,0,0.0,3.0,4.0,Sales Executive,Research & Development,1,36-45,No
945,0.08045977011494253,11,8.024024216524216,11.0,2,0,4,0.0,4.0,2.0,Research Director,Research & Development,1,>45,No
946,0.1724137931034483,237,9.882666432255041,19.0,7,84,9,0.0,3.0,4.0,Healthcare Representative,Sales,2,>45,Yes
947,0.022988505747126436,0,7.527459658828954,1.0,0,0,1,0.004016064257028112,2.0,4.0,Research Scientist,Sales,1,26-35,Yes
948,0.0038314176245210726,0,7.190238095238095,7.0,7,0,7,0.03614457831325301,4.0,4.0,Human Resources,Research & Development,0,26-35,No
949,0.0421455938697318,1,7.700374887082203,8.0,2,0,4,0.0,2.0,1.0,Laboratory Technician,Research & Development,1,>45,No
950,0.09578544061302682,9,7.968867337164751,15.0,13,0,15,0.0,4.0,2.0,Research Scientist,Sales,1,26-35,No
951,0.0,0,6.2356461611826415,19.0,0,0,1,0.6385542168674698,4.0,3.0,Manager,Sales,1,>45,No
952,0.06130268199233716,1,7.787044252044252,14.0,13,0,14,0.0,2.0,2.0,Manager,Sales,1,26-35,No
953,0.0,0,6.513645404663922,6.0,3,0,6,0.4979919678714859,4.0,3.0,Laboratory Technician,Research & Development,2,36-45,No
954,0.0,0,7.057042624521072,10.0,7,0,10,0.08433734939759036,4.0,2.0,Healthcare Representative,Research & Development,1,26-35,No
955,0.18007662835249041,241,9.22052267573696,3.0,2,1,3,0.0,4.0,3.0,Research Scientist,Research & Development,1,<25,Yes
956,0.1724137931034483,118,8.505449790794978,9.0,7,0,8,0.0,4.0,3.0,Research Scientist,Human Resources,1,36-45,No
957,0.11494252873563218,34,8.161027658559846,6.0,4,0,5,0.0,4.0,1.0,Sales Executive,Research & Development,2,36-45,No
958,0.09578544061302682,20,8.093515046296297,10.0,8,0,10,0.0,4.0,4.0,Sales Executive,Research & Development,1,36-45,No
959,0.0,0,6.711200604370061,5.0,4,0,5,0.3092369477911647,3.0,3.0,Sales Executive,Research & Development,1,<25,No
960,0.0,0,7.034598364598365,10.0,7,0,10,0.08433734939759036,3.0,4.0,Research Scientist,Sales,1,36-45,No
961,0.08045977011494253,5,7.925632515632516,9.0,2,0,5,0.004016064257028112,3.0,4.0,Research Scientist,Research & Development,1,26-35,No
962,0.0,0,6.286331168831168,17.0,7,0,13,0.6385542168674698,4.0,3.0,Research Scientist,Human Resources,1,36-45,No
963,0.0,0,6.297184716361931,25.0,4,0,23,0.6586345381526104,3.0,3.0,Manufacturing Director,Sales,0,>45,No
964,0.0,0,6.382531645569619,1.0,0,0,1,0.606425702811245,3.0,4.0,Manager,Sales,1,<25,Yes
965,0.0,0,6.786419362400375,25.0,10,0,23,0.20080321285140562,3.0,3.0,Sales Executive,Research & Development,2,>45,Yes
966,0.034482758620689655,2,7.71978231292517,3.0,2,0,3,0.0,3.0,4.0,Sales Executive,Research & Development,1,26-35,No
967,0.0,0,6.5784557023984345,21.0,6,0,21,0.3815261044176707,2.0,4.0,Research Director,Research & Development,1,>45,No
968,0.0,0,6.908069075712881,10.0,3,0,5,0.1285140562248996,3.0,1.0,Laboratory Technician,Sales,2,26-35,No
969,0.007662835249042145,0,7.19040082846004,6.0,3,0,5,0.04417670682730924,3.0,2.0,Sales Executive,Research & Development,1,26-35,No
970,0.038314176245210725,0,7.7227308802308805,10.0,2,0,3,0.0,2.0,3.0,Research Scientist,Sales,0,36-45,No
971,0.1724137931034483,237,9.783942803563058,18.0,0,50,1,0.0,1.0,2.0,Healthcare Representative,Research & Development,1,36-45,No
972,0.0,0,5.991006944444444,6.0,2,0,6,0.8473895582329317,1.0,2.0,Research Scientist,Research & Development,1,<25,No
973,0.022988505747126436,0,7.575745673952642,19.0,9,0,10,0.008032128514056224,2.0,3.0,Sales Executive,Research & Development,1,>45,No
974,0.01532567049808429,0,7.379968043264504,17.0,7,0,7,0.004016064257028112,3.0,4.0,Laboratory Technician,Sales,1,36-45,No
975,0.007662835249042145,0,7.276453178068898,10.0,8,0,10,0.05220883534136546,4.0,2.0,Laboratory Technician,Sales,1,26-35,No
976,0.034482758620689655,0,7.68843853427896,4.0,0,0,1,0.0,2.0,3.0,Sales Executive,Research & Development,0,>45,No
977,0.1685823754789272,231,9.799356661856665,13.0,3,59,10,0.0,4.0,3.0,Sales Executive,Research & Development,1,>45,No
978,0.1685823754789272,239,10.377021152952114,16.0,2,214,2,0.0,1.0,2.0,Manufacturing Director,Research & Development,1,36-45,Yes
979,0.0,0,7.014081726354454,10.0,0,0,0,0.07630522088353414,2.0,1.0,Research Director,Research & Development,1,26-35,Yes
980,0.0,0,6.026296690307328,3.0,2,0,3,0.8674698795180723,2.0,3.0,Manufacturing Director,Sales,1,<25,No
981,0.0,0,6.461306022408964,9.0,4,0,5,0.4859437751004016,4.0,4.0,Sales Executive,Sales,2,26-35,No
982,0.1839080459770115,247,10.198464912280702,9.0,8,184,9,0.0,4.0,4.0,Manufacturing Director,Research & Development,0,36-45,No
