,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Working_Days,Avg_Daily_Hours,Median_Daily_Hours,Std_Daily_Hours,Overtime_Days_8.5h,Overtime_Days_10h,Late_Arrival_Rate,Absence_Rate,Very_Early_Start_Rate,Early_Leave_Rate,Friday_Evening_Presence_Rate,Monday_Morning_Presence_Rate,Attrition_Num,Young_Stagnation,Avg_Work_Hours,Work_Intensity,Overtime_Flag,Distance_Bin,Age_Group,LongHours,Is_Young,LowIncome
259,25,No,1,Research & Development,11,3,Medical,260,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,3,4.0,2.0,3.0,241,7.680787229137851,7.6625,0.30964617244424913,1,0,0.03614457831325301,0.08032128514056225,0.0,0.004016064257028112,0.05363984674329502,0.0038314176245210726,0,0,7.0899406457739795,0.8862425807217474,0,Loin (11-20km),26-35,0,1,0
260,38,No,1,Research & Development,16,3,Life Sciences,261,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2,4,4.0,4.0,3.0,242,6.798771808999081,6.789583333333333,0.3284698481683869,0,0,0.04819277108433735,0.07630522088353414,0.0,0.20481927710843373,0.0,0.0,0,0,7.680787229137851,0.9600984036422314,0,Loin (11-20km),36-45,0,0,0
261,29,No,2,Sales,2,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2,3,2.0,4.0,3.0,229,7.80546943231441,7.772222222222222,0.29062679253821483,5,0,0.01606425702811245,0.1285140562248996,0.0,0.0,0.0421455938697318,0.007662835249042145,0,0,6.798771808999081,0.8498464761248852,0,Très proche (0-2km),26-35,0,1,0
262,48,No,1,Research & Development,16,3,Technical Degree,263,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,4,3,2.0,2.0,3.0,230,7.0984033816425125,7.096388888888889,0.28680718040214004,0,0,0.028112449799196786,0.12449799196787148,0.0,0.0642570281124498,0.0,0.0038314176245210726,0,0,7.80546943231441,0.9756836790393012,0,Loin (11-20km),>45,0,0,0
263,27,No,2,Sales,4,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,4.0,4.0,3.0,234,8.88621676163343,8.88013888888889,0.2977351660791224,216,0,0.028112449799196786,0.10843373493975904,0.0,0.0,0.18007662835249041,0.0038314176245210726,0,0,7.0984033816425125,0.8873004227053141,0,Proche (3-10km),26-35,0,1,1
264,37,No,1,Research & Development,16,3,Life Sciences,265,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4,3,4.0,4.0,3.0,229,7.604899320718098,7.603888888888889,0.30087285645992684,0,0,0.03614457831325301,0.1285140562248996,0.0,0.004016064257028112,0.02681992337164751,0.007662835249042145,0,0,8.88621676163343,1.1107770952041787,1,Loin (11-20km),36-45,0,0,1
265,50,No,1,Sales,5,3,Medical,266,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4,3,4.0,3.0,3.0,246,9.119233288166216,9.09986111111111,0.29952685606831786,241,1,0.040160642570281124,0.060240963855421686,0.0,0.0,0.1839080459770115,0.0,0,0,7.604899320718098,0.9506124150897622,0,Proche (3-10km),>45,0,0,0
266,34,No,1,Research & Development,18,1,Medical,267,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,3,4,4.0,2.0,4.0,232,6.820739942528735,6.823333333333333,0.30510406528348855,0,0,0.028112449799196786,0.11646586345381527,0.0,0.18072289156626506,0.0,0.0038314176245210726,0,0,9.119233288166216,1.139904161020777,1,Loin (11-20km),26-35,1,0,1
267,24,Yes,1,Research & Development,17,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1,3,1.0,3.0,3.0,241,7.5126982480405715,7.490833333333334,0.29250515456399456,0,0,0.01606425702811245,0.08032128514056225,0.0,0.004016064257028112,0.01532567049808429,0.0038314176245210726,1,0,6.820739942528735,0.8525924928160918,0,Loin (11-20km),<25,0,1,1
268,39,No,1,Research & Development,12,5,Medical,269,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,3,4.0,3.0,3.0,233,6.712491654744873,6.715833333333333,0.28974987790917783,0,0,0.01606425702811245,0.11244979919678715,0.0,0.24497991967871485,0.0,0.007662835249042145,0,0,7.5126982480405715,0.9390872810050714,0,Loin (11-20km),36-45,0,0,0
269,32,No,1,Research & Development,2,3,Life Sciences,270,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,1,3,4.0,4.0,2.0,234,7.8991654795821455,7.904999999999999,0.30312217258718827,7,0,0.05220883534136546,0.10843373493975904,0.0,0.0,0.08045977011494253,0.011494252873563218,0,0,6.712491654744873,0.8390614568431092,0,Très proche (0-2km),26-35,0,0,1
270,50,Yes,2,Research & Development,4,2,Medical,271,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2,3,2.0,3.0,3.0,246,8.205001129177957,8.203888888888889,0.32226642661247207,48,0,0.028112449799196786,0.060240963855421686,0.0,0.0,0.13409961685823754,0.007662835249042145,1,0,7.8991654795821455,0.9873956849477682,0,Proche (3-10km),>45,0,0,1
271,38,No,1,Research & Development,9,4,Life Sciences,272,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2,3,2.0,4.0,2.0,233,7.165214592274678,7.168611111111111,0.2937409675795177,0,0,0.03614457831325301,0.11244979919678715,0.0,0.040160642570281124,0.0,0.0,0,0,8.205001129177957,1.0256251411472446,0,Proche (3-10km),36-45,0,0,1
272,27,No,1,Research & Development,10,3,Medical,273,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2,4,3.0,1.0,3.0,231,6.510595238095237,6.510555555555555,0.3015232754809731,0,0,0.04417670682730924,0.12048192771084337,0.0,0.40562248995983935,0.0,0.0038314176245210726,0,0,7.165214592274678,0.8956518240343347,0,Proche (3-10km),26-35,0,1,0
273,32,No,1,Sales,1,3,Medical,274,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3,3,3.0,4.0,3.0,230,7.932475845410628,7.951666666666666,0.3062088877086534,7,0,0.03614457831325301,0.12449799196787148,0.0,0.0,0.08812260536398467,0.0038314176245210726,0,0,6.510595238095237,0.8138244047619047,0,Très proche (0-2km),26-35,0,0,0
274,47,No,1,Research & Development,2,3,Medical,275,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,3,3,4.0,1.0,3.0,231,6.717376142376143,6.735,0.31082823636752677,0,0,0.0321285140562249,0.12048192771084337,0.0,0.2570281124497992,0.0,0.0,0,0,7.932475845410628,0.9915594806763285,0,Très proche (0-2km),>45,0,0,0
275,40,No,2,Research & Development,3,4,Medical,276,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,3,3,4.0,1.0,3.0,242,8.616050275482094,8.62263888888889,0.3140673477853216,162,0,0.03614457831325301,0.07630522088353414,0.0,0.0,0.1685823754789272,0.019157088122605363,0,0,6.717376142376143,0.8396720177970178,0,Proche (3-10km),36-45,0,0,0
276,53,No,1,Research & Development,7,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3,3,3.0,3.0,3.0,230,6.7559891304347826,6.768888888888889,0.29261690857878464,0,0,0.0321285140562249,0.12449799196787148,0.0,0.20481927710843373,0.0,0.0038314176245210726,0,0,8.616050275482094,1.0770062844352617,1,Proche (3-10km),>45,0,0,1
277,41,No,1,Sales,6,3,Medical,278,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,3,4,2.0,4.0,2.0,227,7.7105482134116485,7.7122222222222225,0.2896026584322877,0,0,0.03614457831325301,0.13654618473895583,0.0,0.0,0.0421455938697318,0.0,0,0,6.7559891304347826,0.8444986413043478,0,Proche (3-10km),36-45,0,0,0
278,60,No,1,Research & Development,8,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,4,4,1.0,1.0,3.0,237,6.608694327238632,6.620277777777778,0.3107915549552871,0,0,0.020080321285140562,0.0963855421686747,0.0,0.3534136546184739,0.0,0.01532567049808429,0,0,7.7105482134116485,0.9638185266764561,0,Proche (3-10km),>45,0,0,0
279,27,No,2,Research & Development,29,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2,3,4.0,1.0,2.0,237,7.345515705578996,7.3566666666666665,0.2961422140181297,0,0,0.040160642570281124,0.0963855421686747,0.0,0.024096385542168676,0.007662835249042145,0.0038314176245210726,0,0,6.608694327238632,0.826086790904829,0,Très loin (>20km),26-35,0,1,1
280,41,No,1,Research & Development,3,3,Medical,281,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,3,3,4.0,3.0,3.0,233,6.168100858369098,6.148055555555556,0.27904290195724574,0,0,0.028112449799196786,0.11244979919678715,0.0,0.7630522088353414,0.0,0.007662835249042145,0,0,7.345515705578996,0.9181894631973745,0,Proche (3-10km),36-45,0,0,0
281,50,No,1,Sales,9,3,Life Sciences,282,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4,4,4.0,2.0,3.0,227,7.386711943220754,7.359444444444445,0.30853471734105314,0,0,0.008032128514056224,0.13654618473895583,0.0,0.008032128514056224,0.007662835249042145,0.0038314176245210726,0,0,6.168100858369098,0.7710126072961373,0,Proche (3-10km),>45,0,0,1
282,28,Yes,1,Sales,2,4,Life Sciences,283,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2,3,1.0,2.0,3.0,229,8.098430373605044,8.118333333333334,0.2824763645234355,15,0,0.0321285140562249,0.1285140562248996,0.0,0.0,0.08812260536398467,0.011494252873563218,1,1,7.386711943220754,0.9233389929025942,0,Très proche (0-2km),26-35,0,1,1
283,36,No,0,Research & Development,10,4,Technical Degree,284,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,3,3,1.0,1.0,3.0,238,6.020169234360411,6.025277777777777,0.2994575122050347,0,0,0.008032128514056224,0.09236947791164658,0.0,0.8353413654618473,0.0,0.007662835249042145,0,0,8.098430373605044,1.0123037967006305,0,Proche (3-10km),36-45,0,0,1
284,38,No,1,Research & Development,1,3,Medical,285,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3,3,3.0,3.0,4.0,229,9.813845220766616,9.8275,0.3211048583630773,229,67,0.03614457831325301,0.1285140562248996,0.0,0.0,0.1685823754789272,0.0,0,0,6.020169234360411,0.7525211542950514,0,Très proche (0-2km),36-45,0,0,0
285,44,No,0,Research & Development,8,2,Life Sciences,286,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,2,3,1.0,3.0,3.0,241,6.108189257722452,6.117222222222222,0.27521502429108485,0,0,0.012048192771084338,0.08032128514056225,0.0,0.8433734939759037,0.0,0.007662835249042145,0,0,9.813845220766616,1.226730652595827,1,Proche (3-10km),36-45,1,0,0
286,47,No,2,Research & Development,27,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2,4,4.0,3.0,2.0,229,8.305402717127608,8.280555555555555,0.30481010247474716,62,0,0.03614457831325301,0.1285140562248996,0.0,0.0,0.13026819923371646,0.007662835249042145,0,0,6.108189257722452,0.7635236572153065,0,Très loin (>20km),>45,0,0,0
287,30,No,1,Research & Development,8,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3,3,3.0,4.0,2.0,233,7.521103958035288,7.524444444444445,0.2786111456372561,0,0,0.028112449799196786,0.11244979919678715,0.0,0.008032128514056224,0.022988505747126436,0.011494252873563218,0,0,8.305402717127608,1.038175339640951,0,Proche (3-10km),26-35,0,0,0
288,29,No,1,Research & Development,1,2,Medical,289,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,3,3,3.0,3.0,3.0,243,6.406720393232738,6.391944444444444,0.29528374687918557,0,0,0.040160642570281124,0.07228915662650602,0.0,0.570281124497992,0.0,0.011494252873563218,0,0,7.521103958035288,0.940137994754411,0,Très proche (0-2km),26-35,0,1,0
289,42,Yes,2,Research & Development,10,1,Life Sciences,290,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,3,4,3.0,3.0,3.0,239,10.00545560204556,10.0275,0.31823513387120167,239,124,0.03614457831325301,0.08835341365461848,0.0,0.0,0.18007662835249041,0.0038314176245210726,1,0,6.406720393232738,0.8008400491540922,0,Proche (3-10km),36-45,0,0,0
290,43,No,2,Research & Development,26,1,Life Sciences,291,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,3,3,4.0,4.0,3.0,236,7.097786016949152,7.109444444444444,0.3060312505998367,0,0,0.040160642570281124,0.10040160642570281,0.0,0.08835341365461848,0.0038314176245210726,0.01532567049808429,0,0,10.00545560204556,1.250681950255695,1,Très loin (>20km),36-45,1,0,0
291,34,No,1,Research & Development,2,5,Technical Degree,292,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,4,3,2.0,3.0,3.0,243,6.407837219935986,6.388333333333334,0.29562441852719407,0,0,0.0321285140562249,0.07228915662650602,0.0,0.5622489959839357,0.0,0.007662835249042145,0,0,7.097786016949152,0.887223252118644,0,Très proche (0-2km),26-35,0,0,0
292,23,No,1,Sales,13,3,Marketing,293,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,3,3,2.0,1.0,4.0,231,7.803427128427129,7.803333333333334,0.2880671351205011,1,0,0.020080321285140562,0.12048192771084337,0.0,0.004016064257028112,0.05363984674329502,0.011494252873563218,0,0,6.407837219935986,0.8009796524919982,0,Loin (11-20km),<25,0,1,1
293,39,No,1,Sales,2,4,Marketing,294,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,2,3,3.0,2.0,1.0,241,6.29586214845551,6.3052777777777775,0.31410307773642154,0,0,0.024096385542168676,0.08032128514056225,0.0,0.7028112449799196,0.0,0.019157088122605363,0,0,7.803427128427129,0.9754283910533911,0,Très proche (0-2km),36-45,0,0,0
294,56,No,1,Research & Development,2,4,Medical,295,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,3,3,3.0,4.0,2.0,233,7.136065808297568,7.159166666666667,0.2962341474910436,0,0,0.024096385542168676,0.11244979919678715,0.0,0.07228915662650602,0.007662835249042145,0.007662835249042145,0,0,6.29586214845551,0.7869827685569387,0,Très proche (0-2km),>45,0,0,1
295,40,No,1,Sales,9,3,Marketing,296,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,3,3,4.0,4.0,2.0,234,8.798176638176638,8.786249999999999,0.2818531771786292,203,0,0.03614457831325301,0.10843373493975904,0.0,0.0,0.17624521072796934,0.0,0,0,7.136065808297568,0.892008226037196,0,Proche (3-10km),36-45,0,0,1
296,27,No,1,Research & Development,10,3,Life Sciences,297,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,3,3,4.0,1.0,1.0,244,7.500663706739527,7.5025,0.2964429721039837,0,0,0.01606425702811245,0.06827309236947791,0.0,0.012048192771084338,0.019157088122605363,0.007662835249042145,0,0,8.798176638176638,1.0997720797720798,1,Proche (3-10km),26-35,0,1,1
297,29,No,1,Sales,20,3,Marketing,298,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2,3,4.0,2.0,3.0,229,7.083401261523533,7.086666666666667,0.3003647419400244,0,0,0.0321285140562249,0.1285140562248996,0.0,0.07228915662650602,0.0,0.007662835249042145,0,0,7.500663706739527,0.9375829633424408,0,Loin (11-20km),26-35,0,1,1
298,53,No,1,Research & Development,9,3,Life Sciences,299,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,3,3,4.0,4.0,3.0,227,6.276725403817916,6.265,0.3107923098440208,0,0,0.0321285140562249,0.13654618473895583,0.0,0.6506024096385542,0.0,0.007662835249042145,0,0,7.083401261523533,0.8854251576904416,0,Proche (3-10km),>45,0,0,1
299,35,No,0,Research & Development,5,1,Medical,300,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,3,3,4.0,1.0,4.0,231,7.098347763347763,7.1002777777777775,0.2981511823585623,0,0,0.03614457831325301,0.12048192771084337,0.0,0.09236947791164658,0.0038314176245210726,0.011494252873563218,0,0,6.276725403817916,0.7845906754772395,0,Proche (3-10km),36-45,0,0,0
300,32,No,2,Sales,4,4,Life Sciences,301,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1,3,3.0,4.0,3.0,227,7.805346304454234,7.789722222222222,0.2928771389628448,2,0,0.040160642570281124,0.13654618473895583,0.0,0.0,0.04597701149425287,0.007662835249042145,0,0,7.098347763347763,0.8872934704184704,0,Proche (3-10km),26-35,0,0,0
301,38,No,1,Sales,10,3,Medical,302,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,3,3,4.0,3.0,1.0,237,10.90283052039381,10.877777777777778,0.3179109791839747,237,236,0.028112449799196786,0.0963855421686747,0.0,0.0,0.18007662835249041,0.007662835249042145,0,0,7.805346304454234,0.9756682880567793,0,Proche (3-10km),36-45,0,0,0
302,34,No,1,Research & Development,20,3,Medical,303,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2,3,2.0,1.0,3.0,238,6.1924824929971996,6.197916666666666,0.2845900239989486,0,0,0.0321285140562249,0.09236947791164658,0.0,0.7429718875502008,0.0,0.0038314176245210726,0,0,10.90283052039381,1.3628538150492262,1,Loin (11-20km),26-35,1,0,0
303,52,No,1,Sales,21,5,Technical Degree,304,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3,3,3.0,1.0,4.0,230,5.994694444444445,5.962777777777778,0.304770297207237,0,0,0.024096385542168676,0.12449799196787148,0.0,0.8273092369477911,0.0,0.0,0,0,6.1924824929971996,0.7740603116246499,0,Très loin (>20km),>45,0,0,1
304,33,Yes,1,Research & Development,1,2,Medical,305,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,3,3,4.0,4.0,2.0,238,10.050054855275443,10.0525,0.3070425670013035,238,135,0.024096385542168676,0.09236947791164658,0.0,0.0,0.17624521072796934,0.007662835249042145,1,0,5.994694444444445,0.7493368055555556,0,Très proche (0-2km),26-35,0,0,1
305,25,No,1,Research & Development,8,3,Life Sciences,306,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3,3,3.0,4.0,2.0,232,7.678097461685824,7.70875,0.3067817408450112,2,0,0.020080321285140562,0.11646586345381527,0.0,0.0,0.05747126436781609,0.011494252873563218,0,0,10.050054855275443,1.2562568569094303,1,Proche (3-10km),26-35,1,1,0
306,45,No,1,Sales,2,3,Life Sciences,307,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,3,3,2.0,3.0,3.0,235,5.978927895981087,5.961666666666667,0.28752927784338417,0,0,0.01606425702811245,0.10441767068273092,0.0,0.8393574297188755,0.0,0.007662835249042145,0,0,7.678097461685824,0.959762182710728,0,Très proche (0-2km),>45,0,0,0
307,23,No,1,Research & Development,23,1,Life Sciences,308,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1,3,1.0,3.0,3.0,232,7.978443486590038,7.967361111111111,0.30429959500290693,13,0,0.03614457831325301,0.11646586345381527,0.0,0.0,0.08045977011494253,0.019157088122605363,0,0,5.978927895981087,0.7473659869976359,0,Très loin (>20km),<25,0,1,0
308,47,Yes,2,Research & Development,4,3,Life Sciences,309,Male,1,Research Director,Single,27740,4.0,13,1,10.0,2,5,1,3,3,3,2.0,3.0,3.0,232,10.008350095785444,10.028749999999999,0.2731341619807158,232,123,0.020080321285140562,0.11646586345381527,0.0,0.0,0.16475095785440613,0.0,1,0,7.978443486590038,0.9973054358237547,0,Proche (3-10km),>45,0,0,1
309,34,No,1,Research & Development,12,3,Technical Degree,310,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,3,3,4.0,4.0,3.0,244,7.78325819672131,7.792083333333333,0.3258547766462819,3,0,0.04417670682730924,0.06827309236947791,0.0,0.0,0.06896551724137931,0.0038314176245210726,0,0,10.008350095785444,1.2510437619731805,1,Loin (11-20km),26-35,1,0,1
310,55,Yes,1,Human Resources,7,3,Human Resources,311,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,3,3,4.0,1.0,3.0,239,7.9786750348675035,7.964444444444444,0.29205933970288467,10,0,0.040160642570281124,0.08835341365461848,0.0,0.0,0.08812260536398467,0.007662835249042145,1,0,7.78325819672131,0.9729072745901638,0,Proche (3-10km),>45,0,0,0
311,36,No,0,Research & Development,7,2,Life Sciences,312,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,1,3,1.0,1.0,3.0,232,7.403508141762453,7.4181944444444445,0.32451525565777567,0,0,0.028112449799196786,0.11646586345381527,0.0,0.020080321285140562,0.01532567049808429,0.007662835249042145,0,0,7.9786750348675035,0.9973343793584379,0,Proche (3-10km),36-45,0,0,0
312,52,No,0,Research & Development,1,4,Life Sciences,313,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,3,3,4.0,4.0,3.0,242,7.212850091827365,7.22861111111111,0.2677741385580578,0,0,0.01606425702811245,0.07630522088353414,0.0,0.020080321285140562,0.0038314176245210726,0.0038314176245210726,0,0,7.403508141762453,0.9254385177203066,0,Très proche (0-2km),>45,0,0,0
313,26,No,2,Research & Development,2,2,Life Sciences,314,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,3,3,1.0,3.0,3.0,232,7.081466714559387,7.112083333333333,0.3027784037335015,0,0,0.040160642570281124,0.11646586345381527,0.0,0.08433734939759036,0.011494252873563218,0.011494252873563218,0,0,7.212850091827365,0.9016062614784206,0,Très proche (0-2km),26-35,0,1,1
314,29,No,1,Research & Development,10,2,Medical,315,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,3,3,2.0,3.0,2.0,240,6.293542824074075,6.318333333333333,0.31189473980058147,0,0,0.04819277108433735,0.08433734939759036,0.0,0.6867469879518072,0.0,0.007662835249042145,0,0,7.081466714559387,0.8851833393199233,0,Proche (3-10km),26-35,0,1,0
315,26,Yes,1,Research & Development,15,2,Life Sciences,316,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,3,3,4.0,1.0,2.0,230,6.192324879227053,6.163611111111111,0.31975927442400304,0,0,0.0321285140562249,0.12449799196787148,0.0,0.7108433734939759,0.0,0.007662835249042145,1,0,6.293542824074075,0.7866928530092594,0,Loin (11-20km),26-35,0,1,1
316,34,No,1,Research & Development,14,4,Technical Degree,317,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,3,3,2.0,4.0,3.0,239,6.202630172013017,6.188055555555556,0.28833214456077855,0,0,0.028112449799196786,0.08835341365461848,0.0,0.7269076305220884,0.0,0.0,0,0,6.192324879227053,0.7740406099033816,0,Loin (11-20km),26-35,0,0,0
317,54,No,1,Research & Development,18,4,Medical,318,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,3,3,4.0,1.0,3.0,244,8.909899817850638,8.904166666666667,0.280980527090656,229,0,0.0321285140562249,0.06827309236947791,0.0,0.0,0.17624521072796934,0.0038314176245210726,0,0,6.202630172013017,0.7753287715016272,0,Loin (11-20km),>45,0,0,0
318,27,No,2,Research & Development,13,2,Life Sciences,319,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,3,3,3.0,4.0,3.0,238,6.809992997198879,6.836944444444445,0.286682988615629,0,0,0.04417670682730924,0.09236947791164658,0.0,0.19678714859437751,0.0,0.0038314176245210726,0,0,8.909899817850638,1.1137374772313298,1,Loin (11-20km),26-35,0,1,0
319,37,No,1,Sales,2,4,Technical Degree,320,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,3,3,4.0,1.0,2.0,243,9.455226337448561,9.457222222222223,0.3278124274822544,243,13,0.01606425702811245,0.07228915662650602,0.0,0.0,0.1839080459770115,0.011494252873563218,0,0,6.809992997198879,0.8512491246498599,0,Très proche (0-2km),36-45,0,0,0
320,38,No,2,Sales,2,4,Life Sciences,321,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,3,3,1.0,1.0,3.0,242,10.81049701561065,10.805972222222222,0.291959307981969,242,242,0.0321285140562249,0.07630522088353414,0.0,0.0,0.17624521072796934,0.007662835249042145,0,0,9.455226337448561,1.1819032921810702,1,Très proche (0-2km),36-45,1,0,1
321,34,No,1,Sales,2,3,Marketing,322,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,3,3,3.0,1.0,3.0,231,6.92431697931698,6.9366666666666665,0.2863245658888475,0,0,0.0321285140562249,0.12048192771084337,0.0,0.1285140562248996,0.0,0.01532567049808429,0,0,10.81049701561065,1.3513121269513313,1,Très proche (0-2km),26-35,1,0,0
322,35,No,1,Research & Development,5,4,Medical,323,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,2,3,1.0,4.0,2.0,244,7.79930669398907,7.793055555555555,0.2886066684257614,1,0,0.01606425702811245,0.06827309236947791,0.0,0.0,0.04980842911877394,0.0038314176245210726,0,0,6.92431697931698,0.8655396224146225,0,Proche (3-10km),36-45,0,0,1
323,30,No,1,Research & Development,20,3,Medical,324,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,3,3,4.0,3.0,3.0,228,7.168747563352826,7.192361111111111,0.29974919549543494,0,0,0.024096385542168676,0.13253012048192772,0.0,0.0321285140562249,0.0038314176245210726,0.011494252873563218,0,0,7.79930669398907,0.9749133367486338,0,Loin (11-20km),26-35,0,0,1
324,40,No,2,Research & Development,10,4,Medical,325,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,4,3,3.0,2.0,3.0,243,6.453228166438043,6.481388888888889,0.31608483329612497,0,0,0.01606425702811245,0.07228915662650602,0.0,0.5823293172690763,0.0,0.007662835249042145,0,0,7.168747563352826,0.8960934454191033,0,Proche (3-10km),36-45,0,0,0
325,34,No,1,Research & Development,10,3,Life Sciences,326,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,3,4,3.0,1.0,3.0,229,7.936015283842794,7.941666666666666,0.327517111753392,9,0,0.01606425702811245,0.1285140562248996,0.0,0.0,0.0842911877394636,0.011494252873563218,0,0,6.453228166438043,0.8066535208047554,0,Proche (3-10km),26-35,0,0,1
326,42,No,2,Research & Development,9,4,Medical,327,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,4,3,2.0,4.0,2.0,242,7.822759412304867,7.813888888888889,0.2883895162053226,3,0,0.04819277108433735,0.07630522088353414,0.0,0.0,0.05363984674329502,0.007662835249042145,0,0,7.936015283842794,0.9920019104803492,0,Proche (3-10km),36-45,0,0,0
